destination|lat|long
Black River Falls|44.2833|-90.85
Blairesville|34.85|-83.9333
Bleiblerville|30|-96.45
Blue Mounds|43.0167|-89.8167
Boston|42.6167|-78.7333
Bovina Center|42.25|-74.7833
Boyce|31.3833|-92.6667
Bradenton Beach|27.4667|-82.7
Branchburg|40.55|-74.7
Braymer|39.5833|-93.7833
Brighton|39.0333|-90.1333
Bristow|42.7667|-92.9
Bronson|42.4|-96.2
Brookston|33.6167|-95.6833
Brownsville|30.4167|-87.25
Brush Valley|40.5333|-79.0667
Buckskin|38.2167|-87.4
Burgaw|34.55|-77.9333
Bushnell|29.1|-82.1833
Cadmus|41.8667|-84.15
Califon|40.7167|-74.8333
Candia|43.0667|-71.2667
Cape Henry|36.9167|-76.0167
Cardington|40.5|-82.8833
Carriere|30.6167|-89.65
Carterville|37.75|-89.0667
Caseyville|38.6167|-90.0333
Cee Vee|34.2167|-100.45
Centerview|38.75|-93.85
Centralia|39.2167|-92.1333
Chaplin|41.7833|-72.1167
Charlestown|41.3667|-71.6333
Chatsworth|39.8167|-74.5333
Cheltenham|38.7333|-76.8167
Chesterfield|42.3833|-72.8333
Chickasha|35.05|-97.9333
Chrome|40.5833|-74.2167
Circleville|38.1667|-112.267
Claremore|36.3|-95.6
Clarksbourg|39.2333|-77.2833
Clay Center|41.5667|-83.3833
Clearfield|40.8|-94.4667
Cleveland|41.5|-90.3167
Coal Center|40.0667|-79.9
Cocolalla|48.1|-116.617
Colcord|36.25|-94.6833
Colgate|47.2333|-97.65
Columbia|38.95|-92.3333
Cooks Springs|33.5833|-86.3833
Corinna|44.9167|-69.25
Corralitos|36.9833|-121.8
Cottage Grove|44.8167|-92.9333
Countryside|41.7667|-87.8667
Coward|33.9667|-79.7333
Crane|36.9|-93.5667
Cresson|40.45|-78.5833
Crofton|37.0333|-87.4833
Cuba|36.0167|-106.95
Cumming|41.4833|-93.75
Cynthiana|38.1833|-87.7
Dana Point|33.45|-117.7
Danville|37.2833|-97.8833
Dayton|47.85|-114.267
De Soto|32.5833|-96.85
Decker|38.5167|-87.5167
Delano|35.2667|-84.55
Delta|41.5667|-84
Denton|47.3167|-109.933
Derry|40.3333|-79.3
Deweyville|41.7|-112.083
Dix Hills|40.8|-73.3333
Donaldson|48.5667|-96.8833
Downieville|39.55|-120.817
Drexel|38.4667|-94.6
Duncan|41.3833|-97.4833
Dunnville|37.2|-85
East Amherst|43.0167|-78.6833
East Dublin|32.5333|-82.8667
East Haven|44.65|-71.8833
East Stockton|37.9667|-121.25
Easton|40.0333|-81.4167
Eddy|31.2833|-97.25
Edgerton|38.75|-95
Egnar|37.9|-108.933
Elba|44.0833|-92.0167
Elk Horn|37.3|-85.2833
Elkton|35.05|-86.8833
Ellsworth|42.3167|-93.75
Elmore|41.4833|-83.3
Elwood|33.8|-96.0667
Empire|39.1833|-119.717
Erath|29.95|-92.0333
Essex|44.5|-73.0833
Eudora|33.1|-91.25
Evans Mills|44.0833|-75.8
Everton|37.3333|-93.7
Fairfield|44.5833|-69.5833
Fairmount|34.4333|-84.7
Falkville|34.3667|-86.9
Farmington|41.9333|-88.3
Fawnskin|34.2667|-116.933
Felton|39.85|-76.55
Fields Landing|40.7167|-124.2
Flat Rock|42.1|-83.2667
Flora|32.5333|-90.3
Flower Mound|33.0333|-97.0833
Ford Heights|41.5|-87.5833
Forestburg|41.55|-74.75
Fort Benton|47.8167|-110.683
Fort Hancock|31.2833|-105.833
Fort Mohave|35.0333|-114.617
Fort Wayne|41.0333|-85.1333
Fowlerville|42.65|-84.0667
Frankfort|44.6|-68.8667
Franklin Springs|34.2833|-83.1333
Frederickson|47.1|-122.35
Furrs|34.2333|-88.8667
Galesburg|42.2833|-85.4167
Gap|39.9833|-76.0167
Garfield|36.4333|-93.9667
Genesee|41.95|-77.85
Georgetown|39.1333|-76.7667
Geyserville|38.7|-122.9
Gildford|48.5667|-110.283
Glen Easton|39.8333|-80.6333
Glenville|35.1667|-83.1167
Gordon|40.75|-76.3333
Gower|39.6167|-94.6
Granby|45.0833|-105.933
Granite|34.9667|-99.3833
Granville|40.55|-77.6167
Grayson|33.8833|-83.95
Green Oaks|42.2833|-87.9
Greenville|44.3|-88.5333
Grenloch|39.7833|-75.05
Guildhall|44.5667|-71.5667
Halltown|39.3167|-77.8
Hamilton|48.8|-97.45
Hampton|33.5333|-92.4667
Hankamer|29.85|-94.6167
Harris|40.3|-93.35
Hartsville|36.4|-86.1667
Hawesville|37.9|-86.75
Heaters|38.7667|-80.65
Hennepin|41.25|-89.3333
Hermitage|36.2|-86.6167
High Falls|41.8167|-74.1167
Highlands|29.8|-95.05
Hillsboro|43.1|-71.8833
Hinckley|41.7667|-88.6333
Holcomb|42.05|-89.0833
Holmesville|40.6167|-81.9167
Hometown|40.8167|-75.9833
Hopkinton|41.45|-71.7667
Hudson|44.9667|-92.75
Hume|38.8167|-77.9833
Huntington Woods|42.4667|-83.1667
Idalou|33.65|-101.683
Ingalls|39.95|-85.8
Iola|44.5|-89.1167
Ironton|46.4667|-93.9667
Islandia|40.8|-73.1833
Jacinto City|29.7667|-95.2333
Jamestown /Boone|39.9167|-86.6167
Jeffersonville|44.6333|-72.8167
Jesup|42.4667|-92.05
Johnsonburg|40.95|-74.8667
Jonesville|39.6333|-53.3833
Junction City|44.5833|-89.7667
Kalona|41.4667|-91.7
Kenansville|27.8667|-80.9833
Kenney|40.0833|-89.0833
Keota|41.35|-91.95
Kirby|40.8|-83.4167
Kuna|43.4833|-116.417
La Pryor|28.9333|-99.8333
Lake Waccamaw|34.3167|-78.5
Lampeter|39.9833|-76.25
Lanett|32.85|-85.1833
Laton|36.4333|-119.683
Laurys Station|40.7167|-75.5167
Layton|41.0667|-111.967
Leicester|35.65|-82.6833
Lester Prairie|44.8833|-94.0333
Liberty|39.8667|-91.1
Lilesville|34.9667|-79.9833
Line Lexington|40.2833|-75.25
Locustville|37.65|-75.6667
Long Reach|39.4833|-81.0833
Loreauville|30.05|-91.7333
Lothian|38.8167|-76.6
Lovell|44.1167|-70.8833
Loxahatchee|26.6833|-80.2833
Lyle|45.6833|-121.283
Lynwood|33.9167|-118.2
Madison|30.4667|-83.4167
Magalia|39.8|-121.567
Maize|37.7667|-97.4667
Manchester|40.0333|-74.2833
Manlius|43|-75.9667
Marcellus|42.9667|-76.3333
Maringouin|30.4833|-91.5167
Marshall|35.9|-92.6333
Mascoutah|38.4833|-89.7833
Mattaponi|37.5333|-76.7667
Mayer|44.8833|-93.8833
Mcclellanville|33.0833|-79.4667
Medford|44.1667|-93.2333
Merrifield|36.8667|-76.3667
Metamora|41.7|-83.9
Micaville|35.9|-82.2
Middlefield|42.3333|-73
Milldale|41.55|-72.8833
Millsap|32.7333|-98
Milton|43.4|-70.9833
Mineral City|40.6|-81.3667
Minong|46.0833|-91.8167
Missouri City|39.2333|-94.2833
Mohrsville|40.4667|-75.9667
Monroeville|40.4167|-79.7833
Mora|35.9667|-105.317
Mount Hope|40.6167|-81.7833
Mount Pleasant Mills|40.7167|-77
Mount Vernon|31.4|-95.0833
Mulvane|37.4667|-97.2333
Narvon|40.1|-75.9833
New Castle|37.5|-80.1
New Hamburg|41.6167|-73.9333
New Smyrna Beach|29.0333|-80.9333
Newcastle|47.5333|-122.15
Newton|42.8667|-71.0333
Norfolk|42|-73.2
North Canaan|42.0167|-73.2833
North Manchester|41|-85.7667
North Riverside|41.85|-87.8167
North Woodstock|44.0167|-71.6833
Norwood|39.8833|-75.3
Oak Bluffs|41.45|-70.5667
Oakboro|35.2167|-80.3167
Oakland|41.95|-71.6333
Oatman|35.0333|-114.383
Ocoee|35.1167|-84.7167
Oklahoma|30.15|-95.5833
Olympic Valley|39.1667|-120.2
Onsted|42|-84.1833
Orion|41.35|-90.3667
Osteen|28.8333|-81.15
Paisley|28.9833|-81.5333
Palmer|41.7667|-80.4333
Pamplico|34|-79.5667
Pendroy|48.0667|-112.283
Peoria|40.3|-83.4333
Perry|33.6333|-81.3167
Pickensville|33.2333|-88.2667
Pine Hill|39.7833|-74.9833
Pineville|36.5833|-94.3833
Pitcairn|40.4|-79.7833
Plattsmouth|41|-95.8667
Pleasant Valley|42.55|-76.3833
Plymouth|41.8667|-112.133
Pomeroy|39.95|-75.8833
Prague|41.3|-96.8
Presque Isle|45.3|-83.4667
Princeton|35.45|-78.15
Punxsutawney|40.9333|-78.9667
Queen Creek|33.25|-111.617
Racine|38.9667|-81.9
Randolph|44.3667|-71.2667
Ravenel|32.7667|-80.25
Raywood|30.0333|-94.6667
Red Lake Falls|47.8667|-96.2667
Rehrersburg|40.45|-76.2333
Rescue|36.9833|-76.55
Rice|37.2667|-78.2833
Richton|31.3333|-88.9333
Ridgeville Corners|41.4333|-84.25
Rising City|41.1833|-97.2833
Riverside|41.8333|-87.8167
Roaring Spring|40.3333|-78.3833
Rochester|41.7333|-70.8167
Rockport|39.0667|-81.55
Roe|34.6167|-91.3833
Roscommon|44.4833|-84.5833
Rosenberg|29.55|-95.8
Rossville|35.0333|-89.5333
Rowley|42.7167|-70.8833
Rugby|48.3667|-99.9833
Russell|38.5167|-82.6833
Rydal|34.3333|-84.7
Sag Harbor|41.0167|-72.3
Saint Anthony|45.6833|-94.6
Saint Johns|43|-84.55
Saint Marys City|38.1833|-76.4333
Salado|30.9333|-97.5333
Salisbury|41.9833|-73.4167
San Jon|35.1|-103.317
Sanborn|43.1667|-95.65
Sandy Hook|31.0333|-89.8
Saratoga Springs|40.3333|-111.9
Sautee Nacoochee|34.6667|-83.6667
Scottsburg|38.6833|-85.7667
Seale|32.2833|-85.1667
Sedley|36.7667|-76.9833
Semmes|30.7667|-88.25
Shasta|40.5833|-122.483
Sherrills Ford|35.6|-80.9833
Shoreacres|29.6167|-95
Shuqualak|32.9833|-88.5667
Silt|39.5333|-107.65
Simonton|29.6667|-95.9667
Skidmore|40.2833|-95.0667
Slingerlands|42.6167|-73.85
Smithville|36.0667|-91.3
Snowshoe|38.4|-79.9833
Somers|48.0667|-114.217
Sorrento|28.8|-81.55
South Deerfield|42.4833|-72.6
South Saint Paul|44.8833|-93.05
Sparks Glencoe|39.5167|-76.6333
Spencerville|41.2667|-84.9167
Spring Grove|42.4333|-88.1833
Springfield|44.2333|-94.9667
Stanford|37.5167|-84.65
Star|31.4667|-98.3167
Stevenson Ranch|34.3833|-118.583
Stockton|37.95|-121.283
Stony Point|41.2167|-73.9833
Strykersville|42.7|-78.4333
Summerfield|32.7167|-95.0167
Sumterville|28.7333|-82.05
Surry|37.1333|-76.8333
Tams|37.65|-81.3
Tatoosh Island|48.3833|-124.733
Tchula|33.1833|-90.2167
Temple|44.6833|-70.2167
Thedford|41.9667|-100.567
Thompsonville|41.6667|-74.6167
Throckmorton|33.1833|-99.1833
Timnath|40.5167|-104.983
Tonasket|48.7|-119.433
Troy|38|-86.8
Tubac|31.6167|-111.05
Tupper Lake|44.2167|-74.4667
Ulm|34.5667|-91.45
Unionville|41.75|-72.8833
Upperco|39.55|-76.8333
Van Etten|42.1833|-76.55
Vashon Island|47.4167|-122.467
Vermillion|42.7833|-96.9167
Verona|42.9833|-89.5333
Vincentown|39.9333|-75.75
Voca|31|-99.1833
Wadley|32.8667|-82.4
Wales Center|42.7667|-78.5167
Wallburg|36|-80.1333
Walsh Station|38.5167|-121.333
Wapwallopen|41.0667|-76.1167
Warren|43.9167|-71.8833
Warsaw|38.2333|-93.3833
Washington|44.2667|-69.3667
Wayland|42.3667|-71.35
West Alexander|40.1|-80.5
West Columbia|38.9667|-82.05
West Harwich|41.6667|-70.1167
West Liberty|40.85|-82.7667
West Paterson|40.8833|-74.2
Westley|37.55|-121.2
Westport|39.6333|-123.767
Whalan|43.7167|-91.9167
White Castle|30.1667|-91.1333
White Salmon|45.7167|-121.483
Williamston|42.6833|-84.2833
Willow Creek|40.9333|-123.617
Wilmington|42.8667|-72.8667
Winchester|42.45|-71.1333
Winnetka|42.1|-87.7333
Winters|31.95|-99.95
Wolcott|44.5333|-72.45
Woodbury|41.35|-74.1
Woodmere|41.45|-81.4667
Woodville|41.45|-83.35
Worthington Center|42.4|-72.9333
Yardley|40.25|-74.85
York Haven|40.1|-76.7
Yuma|32.7167|-114.633
Zumbrota|44.2833|-92.6667
Aragua de Barcelona|9.43333|-64.4833
Ciudad Bol�var|8.11667|-63.55
San Antonio del T�chira|7.81667|-72.4333
Trujillo|9.36667|-70.4333
Binh Minh|10.3333|105.817
Dam Mon|12.6667|109.4
Ho Chi Minh City|10.7667|106.667
Long Binh Tan|10.9333|106.833
Song Than ICD|10.7667|106.717
Tra Noc|10.1|105.7
Vele Futuna I. Apt|-14.3167|-178.083
Riyan Mukalla|14.65|49.3333
Ben Schoeman Dock|-33.9167|18.4333
Boughton|-29.6|30.3167
Centurion|-25.8667|28.1667
Dainfern|-25.9667|28.0167
East End|-26.1167|26.1667
Gonubie|-32.9333|28.0167
Hartbeesfontein|-26.7667|26.4167
Kensington|-26.2|28.1
Korsten|-33.9167|25.5667
Lidgetton|-29.45|30.1
Markman|-33.8|25.6167
Montagu|-33.7833|20.1
Newlands|-33.9667|18.45
Pofadder|-29.1333|19.3833
Rawsonville|-33.6833|19.3167
Rustenburg|-25.65|27.2333
Somerset East|-32.7167|25.5833
Sunnyridge|-33.0333|27.85
Umhlali|-29.7667|312.317
Wadeville|-26.25|28.1833
Wolmaransstad|-27.2|25.9667
Gwanda|-20.9333|29
Zimbabwe|-20.2667|30.9167
